,ODO % sat_chesa,ODO mg/L_chesa,Temp °C_chesa,SpCond µS/cm_chesa,Turbidity NTU_chesa,pH_chesa,ORP mV_chesa,Depth m_chesa,ODO % sat_charl,ODO mg/L_charl,Temp °C_charl,SpCond µS/cm_charl,Turbidity NTU_charl,pH_charl,ORP mV_charl,Depth m_charl,Discharge,Gage height
2018-02-02 12:00:00,118.18333333333334,15.38,3.4283333333333332,185.33333333333334,10.415000000000001,6.543333333333333,349.49999999999994,1.0,102.39999999999999,5.783333333333334,3.3433333333333333,160.65,7.1816666666666675,6.603333333333333,216.73333333333335,1.0,16875.0,19.06583333333333
2018-02-02 18:00:00,117.66666666666667,15.405000000000001,3.2033333333333336,183.71666666666667,9.678333333333333,6.486666666666667,354.09999999999997,1.0,103.81666666666666,5.739999999999999,3.2816666666666663,164.03333333333333,7.073333333333334,6.653333333333333,220.26666666666668,1.0,16800.0,18.995000000000008
2018-02-03 00:00:00,117.69999999999999,15.53,2.9233333333333333,184.13333333333333,9.556666666666667,6.421666666666667,356.3666666666666,1.0,104.48333333333333,5.753333333333333,3.2733333333333334,164.73333333333332,6.0683333333333325,6.593333333333333,216.3166666666667,1.0,14791.666666666666,18.667916666666667
2018-02-03 06:00:00,117.61666666666667,15.643333333333333,2.6216666666666666,189.0666666666667,9.565,6.419999999999999,355.8,1.0,103.35000000000001,5.653333333333333,3.0283333333333338,166.65,6.438333333333333,6.573333333333333,216.4,1.0,16120.833333333334,18.635833333333334
2018-02-03 12:00:00,116.89999999999999,15.615,2.4650000000000003,190.70000000000002,8.658333333333333,6.433333333333334,356.23333333333335,1.0,102.01666666666665,5.603333333333334,2.7416666666666667,167.11666666666667,6.368333333333333,6.5666666666666655,218.96666666666667,1.0,12512.5,18.50166666666667
2018-02-03 18:00:00,117.60000000000001,15.643333333333333,2.606666666666667,186.6833333333333,8.360000000000001,6.436666666666667,359.46666666666664,1.0,103.66666666666667,5.703333333333333,2.8833333333333333,166.33333333333334,6.186666666666667,6.618333333333333,220.76666666666665,1.0,11800.0,18.458333333333332
2018-02-04 00:00:00,117.88333333333334,15.706666666666665,2.545,184.1,8.110000000000001,6.386666666666667,359.90000000000003,1.0,103.75,5.663333333333333,2.8383333333333334,167.71666666666667,6.159999999999999,6.531666666666666,217.91666666666666,1.0,12533.333333333334,18.587500000000002
2018-02-04 06:00:00,119.13333333333334,15.86,2.5766666666666667,183.56666666666663,8.113333333333333,6.406666666666667,353.78333333333336,1.0,103.33333333333333,5.561666666666667,2.86,169.6833333333333,5.903333333333333,6.536666666666666,217.5,1.0,13595.833333333334,18.577500000000004
2018-02-04 12:00:00,120.66666666666667,15.938333333333333,2.875,187.75,7.738333333333333,6.4816666666666665,354.0333333333333,1.0,102.23333333333333,5.493333333333332,2.7066666666666666,170.53333333333333,6.0183333333333335,6.500000000000001,218.11666666666667,1.0,15979.166666666666,18.90166666666666
2018-02-04 18:00:00,119.98333333333333,15.820000000000002,2.938333333333333,192.14999999999998,7.881666666666667,6.471666666666668,354.09999999999997,1.0,103.03333333333335,5.1499999999999995,2.6950000000000003,180.98333333333332,6.286666666666666,6.496666666666667,218.54999999999998,1.0,15020.833333333334,18.561250000000005
2018-02-05 00:00:00,120.10000000000001,15.921666666666667,2.733333333333333,191.49999999999997,9.996666666666666,6.395,358.26666666666665,1.0,104.61666666666666,5.416666666666667,2.7900000000000005,175.61666666666665,5.533333333333334,6.506666666666668,218.60000000000002,1.0,18300.0,19.024583333333336
