Date (MM/DD/YYYY),Time (HH:MM:SS),Site Name,ODO % sat,ODO mg/L,Temp °C,SpCond µS/cm,Turbidity NTU,pH,ORP mV,Depth m
02/17/18,18:00:01,Pocatalico,93.1,6.73,7.94,101.7,447.6,6,289.4,1
02/17/18,19:00:01,Pocatalico,93.8,6.69,7.9,104.3,418.5,6.01,286.3,1
02/17/18,20:00:01,Pocatalico,93.9,6.65,7.84,105.8,369.8,6.01,289.4,1
02/17/18,21:00:01,Pocatalico,92.7,6.7,7.75,102.4,444.9,5.98,274.8,1
02/17/18,22:00:01,Pocatalico,93.1,6.69,7.7,103.8,408.8,5.97,276.1,1
02/17/18,23:00:01,Pocatalico,93.2,6.76,7.65,102.1,386.4,5.96,270.6,1
02/18/18,0:00:01,Pocatalico,93.3,6.75,7.62,102.9,376.6,5.97,261.5,1
02/18/18,1:00:01,Pocatalico,93.7,6.71,7.57,105,370.1,5.98,266.9,1
02/18/18,2:00:01,Pocatalico,94.1,6.67,7.53,107,344.8,5.98,269.3,1
02/18/18,3:00:01,Pocatalico,93.9,6.7,7.46,106,330.2,5.98,265.6,1
02/18/18,4:00:01,Pocatalico,93.6,6.74,7.38,104.7,310.6,5.96,263.2,1
02/18/18,5:00:01,Pocatalico,94.4,6.68,7.34,107.8,267.6,5.95,265.4,1
02/18/18,6:00:01,Pocatalico,94.6,6.61,7.28,110.6,233.5,5.94,269.6,1
02/18/18,7:00:01,Pocatalico,95.2,6.53,7.24,113.9,211.2,5.96,287.2,1
02/18/18,8:00:01,Pocatalico,95.1,6.54,7.17,113.7,207.7,5.96,295.1,1
02/18/18,9:00:01,Pocatalico,95.7,6.5,7.16,115.9,187.9,5.96,309.4,1
02/18/18,10:00:01,Pocatalico,96.4,6.46,7.17,118.3,192.2,5.97,317.5,1
02/18/18,11:00:01,Pocatalico,96.5,6.47,7.16,118.1,200,5.97,325.7,1
02/18/18,12:00:01,Pocatalico,96.8,6.45,7.22,119,190.8,5.96,329.6,1
02/18/18,13:00:01,Pocatalico,98.2,6.34,7.38,123.9,164,6.01,332.5,1
02/18/18,14:00:01,Pocatalico,98,6.43,7.4,121.1,279.9,6.05,338.9,1
02/18/18,15:00:01,Pocatalico,98.8,6.28,7.57,125.9,132.3,6.07,344.4,1
02/18/18,16:00:01,Pocatalico,98.8,6.35,7.57,123.9,137.6,6.1,349,1
02/18/18,17:00:01,Pocatalico,98.9,6.34,7.61,124.3,128.6,6.09,353.8,1
02/18/18,18:00:01,Pocatalico,98.2,6.45,7.54,120.3,142.1,6.07,358.3,1
02/18/18,19:00:01,Pocatalico,98,6.51,7.48,118.6,128.8,6.04,362.2,1
02/18/18,20:00:01,Pocatalico,98,6.54,7.44,118.1,129.3,6.03,366.7,1
02/18/18,21:00:01,Pocatalico,98.1,6.53,7.39,118.6,148.2,6.03,370.5,1
02/18/18,22:00:01,Pocatalico,98.1,6.51,7.35,119.2,2432,6.02,372.3,1
02/18/18,23:00:01,Pocatalico,98.5,6.47,7.34,121.1,161.4,6.02,375.5,1
02/19/18,0:00:01,Pocatalico,98.3,6.52,7.28,119.7,183.2,6.02,378,1
02/19/18,1:00:01,Pocatalico,98.5,6.49,7.28,120.8,227.8,6.02,380,1
02/19/18,2:00:01,Pocatalico,98.7,6.41,7.31,123.2,339,6.02,381.3,1
02/19/18,3:00:01,Pocatalico,98.7,6.42,7.29,122.9,1820,6.02,382.4,1
02/19/18,4:00:01,Pocatalico,99.2,6.27,7.34,127.6,178,6.04,383.7,1
02/19/18,5:00:01,Pocatalico,99.1,6.32,7.31,126.2,208.5,6.04,386,1
02/19/18,6:00:01,Pocatalico,99.8,6.13,7.4,132.2,123.2,6.06,387.9,1
02/19/18,7:00:01,Pocatalico,100.3,6.09,7.43,133.9,92.98,6.07,388.9,1
02/19/18,8:00:01,Pocatalico,99.4,6.26,7.35,128,113.5,6.06,390.5,1
02/19/18,9:00:01,Pocatalico,99.2,6.27,7.35,127.6,103,6.06,390.4,1
02/19/18,10:00:01,Pocatalico,99.3,6.26,7.38,127.8,100.3,6.05,388.4,1
02/19/18,11:00:01,Pocatalico,100.3,6.08,7.52,133.8,75.44,6.1,384.5,1
02/19/18,12:00:01,Pocatalico,101.1,5.94,7.65,138.7,66.07,6.18,382.3,1
02/19/18,13:00:01,Pocatalico,101.1,5.9,7.69,139.5,69.46,6.21,380.5,1
02/19/18,14:00:01,Pocatalico,101.2,5.9,7.74,139.5,68.13,6.21,381.5,1
02/19/18,15:00:01,Pocatalico,101.2,5.91,7.8,138.9,66.98,6.21,383.4,1
02/19/18,16:00:01,Pocatalico,101.5,5.83,7.85,141.4,58.78,6.2,384.7,1
02/19/18,17:00:01,Pocatalico,101.6,5.86,7.89,140.7,53.65,6.26,385.4,1
02/19/18,18:00:01,Pocatalico,101.3,5.83,7.91,140.9,59.58,6.21,387.2,1
02/19/18,19:00:01,Pocatalico,101.4,5.77,7.94,142.8,48.78,6.2,389.6,1
02/19/18,20:00:01,Pocatalico,101.2,5.8,7.94,141.5,57.57,6.17,392.2,1
02/19/18,21:00:01,Pocatalico,101.1,5.81,7.95,141.2,56.83,6.16,393.8,1
02/19/18,22:00:01,Pocatalico,101.5,5.75,7.97,143.4,50.35,6.16,395.1,1
02/19/18,23:00:01,Pocatalico,101.3,5.79,7.94,141.9,52.76,6.16,396,1
02/20/18,0:00:01,Pocatalico,101,5.8,7.93,141.2,53.48,6.15,397.2,1
02/20/18,1:00:01,Pocatalico,101.1,5.81,7.93,141.3,48.83,6.14,398.2,1
02/20/18,2:00:01,Pocatalico,101.5,5.76,7.95,143.1,47.44,6.14,399,1
02/20/18,3:00:01,Pocatalico,101.4,5.73,7.96,144,51.64,6.14,399.8,1
02/20/18,4:00:01,Pocatalico,101.5,5.72,7.96,144.2,46.68,6.14,400.4,1
02/20/18,5:00:01,Pocatalico,101.5,5.7,7.97,144.9,45.04,6.14,401.5,1
02/20/18,6:00:01,Pocatalico,102.7,5.59,8.05,149.5,42.37,6.16,401.4,1
02/20/18,7:00:01,Pocatalico,102,5.6,8.03,148.2,47.37,6.16,402,1
02/20/18,8:00:01,Pocatalico,102.3,5.55,8.06,150.1,41.59,6.16,402.2,1
02/20/18,9:00:01,Pocatalico,101.7,5.59,8.03,147.8,43.09,6.16,401.9,1
02/20/18,10:00:01,Pocatalico,101.9,5.53,8.09,149.7,49.98,6.19,400.4,1
02/20/18,11:00:01,Pocatalico,102.7,5.46,8.2,152.5,46.15,6.34,396.6,1
02/20/18,12:00:01,Pocatalico,103.4,5.31,8.37,157.5,40.76,6.51,394,1
02/20/18,13:00:01,Pocatalico,103.4,5.26,8.51,158.4,47.49,6.57,393,1
02/20/18,14:00:01,Pocatalico,103.1,5.24,8.59,158.3,47.41,6.64,392.2,1
02/20/18,15:00:01,Pocatalico,103.4,5.18,8.72,160,44.35,6.68,389.8,1
02/20/18,16:00:01,Pocatalico,103.4,5.15,8.78,160.8,47.68,6.66,390.6,1
02/20/18,17:00:01,Pocatalico,102.6,5.12,8.83,160.4,43.92,6.57,392.2,1
02/20/18,18:00:01,Pocatalico,102.1,5.18,8.89,157.8,45.08,6.46,393.6,1
02/20/18,19:00:01,Pocatalico,102.3,5.14,8.94,159.1,41.14,6.4,395.5,1
02/20/18,20:00:01,Pocatalico,102.3,5.15,8.96,158.7,40.22,6.37,396.9,1
02/20/18,21:00:01,Pocatalico,102.1,5.17,9,157.8,38.71,6.36,398.5,1
02/20/18,22:00:01,Pocatalico,101.9,5.18,9.03,157,35.55,6.35,399.8,1
02/20/18,23:00:01,Pocatalico,102.5,5.11,9.05,160,35.05,6.38,400,1
02/21/18,0:00:01,Pocatalico,102.8,5.07,9.06,161.4,29.82,6.38,400.4,1
02/21/18,1:00:01,Pocatalico,103.3,5.02,9.06,163.6,32.23,6.4,399.9,1
02/21/18,2:00:01,Pocatalico,102.4,5.07,9.08,160.8,33.51,6.38,400.5,1
02/21/18,3:00:01,Pocatalico,103.3,4.98,9.07,164.9,33.86,6.41,400.6,1
02/21/18,4:00:01,Pocatalico,103.4,4.98,9.06,165.1,34.92,6.41,400.8,1
02/21/18,5:00:01,Pocatalico,103.3,5,9.05,164.3,36.27,6.41,401.3,1
02/21/18,6:00:01,Pocatalico,103.6,5.06,9.05,162.9,32.55,6.42,401.6,1
02/21/18,7:00:01,Pocatalico,103.8,5.2,9.06,159.2,32.8,6.41,402,1
02/21/18,8:00:01,Pocatalico,103.1,5.36,9.09,153.3,36.22,6.38,402.5,1
02/21/18,9:00:01,Pocatalico,103.6,5.47,9.09,150.9,39.98,6.4,401.8,1
02/21/18,10:00:01,Pocatalico,104.4,5.56,9.13,149.3,33.74,6.43,398.9,1
02/21/18,11:00:01,Pocatalico,105.2,5.66,9.22,147.5,34.6,6.54,395.4,1
02/21/18,12:00:01,Pocatalico,105.4,5.7,9.33,146.2,39.59,6.5,393.6,1
02/21/18,13:00:01,Pocatalico,105.3,5.74,9.45,144.6,36.16,6.6,391.2,1
02/21/18,14:00:01,Pocatalico,105.7,5.75,9.56,144.5,31.26,6.69,389.8,1
02/21/18,15:00:01,Pocatalico,105.6,5.78,9.58,143.5,32,6.69,390.8,1
02/21/18,16:00:01,Pocatalico,104.8,5.79,9.64,141.7,35.29,6.75,390.8,1
02/21/18,17:00:01,Pocatalico,104.6,5.82,9.62,140.9,42.35,6.58,392.5,1
02/21/18,18:00:01,Pocatalico,103.4,5.75,9.63,140.9,44.73,6.49,392.2,1
02/21/18,19:00:01,Pocatalico,103.3,5.66,9.61,143.1,47.86,6.47,393.6,1
02/21/18,20:00:01,Pocatalico,103.9,5.59,9.53,146.5,48.19,6.47,396.2,1
02/21/18,21:00:01,Pocatalico,105.2,5.54,9.44,150.1,39.12,6.49,398.5,1
02/21/18,22:00:01,Pocatalico,104.6,5.53,9.45,149.5,43.31,6.45,400.8,1
02/21/18,23:00:01,Pocatalico,104.7,5.57,9.45,148.5,44.32,6.45,401.8,1
02/22/18,0:00:01,Pocatalico,104.2,5.62,9.49,146.2,47.46,6.44,402.8,1
02/22/18,1:00:01,Pocatalico,103.4,5.64,9.56,144.2,47.24,6.42,403.7,1
02/22/18,2:00:01,Pocatalico,102.9,5.63,9.61,143.4,51.01,6.41,404.1,1
02/22/18,3:00:01,Pocatalico,104.5,5.73,9.45,143.7,44.89,6.47,404.3,1
02/22/18,4:00:01,Pocatalico,104.2,5.74,9.46,142.8,46.69,6.45,405.5,1
02/22/18,5:00:01,Pocatalico,103.7,5.75,9.48,141.7,42.52,6.44,406.5,1
02/22/18,6:00:01,Pocatalico,103.9,5.81,9.44,140.5,45.32,6.45,406.6,1
02/22/18,7:00:01,Pocatalico,103.8,5.84,9.43,139.5,45.45,6.44,406.8,1
02/22/18,8:00:01,Pocatalico,104,5.88,9.39,139,44.61,6.45,406.8,1
02/22/18,9:00:01,Pocatalico,103.8,5.91,9.39,137.7,44.02,6.45,407.3,1
02/22/18,10:00:01,Pocatalico,103.4,5.91,9.4,137.1,35.18,6.44,407.6,1
02/22/18,11:00:01,Pocatalico,103.1,5.89,9.42,137.1,39.66,6.44,408,1
02/22/18,12:00:01,Pocatalico,103,5.86,9.43,137.6,44.15,6.45,406.9,1
02/22/18,13:00:01,Pocatalico,102.6,5.84,9.47,137.5,40.6,6.47,405.3,1
02/22/18,14:00:01,Pocatalico,102.6,5.83,9.48,137.7,42.4,6.46,405.3,1
02/22/18,15:00:01,Pocatalico,103.4,5.88,9.42,137.7,39.02,6.51,403.5,1
02/22/18,16:00:01,Pocatalico,103.6,5.89,9.42,137.8,33.9,6.5,403.4,1
02/22/18,17:00:01,Pocatalico,103.5,5.88,9.44,137.8,41.57,6.51,403.7,1
02/22/18,18:00:01,Pocatalico,103.9,5.87,9.42,139,36.33,6.5,404.6,1
02/22/18,19:00:01,Pocatalico,103.5,5.85,9.44,138.7,35.32,6.48,406.1,1
02/22/18,20:00:01,Pocatalico,104.1,5.9,9.34,138.6,31.78,6.51,406.5,1
02/22/18,21:00:01,Pocatalico,103.5,5.86,9.38,138.6,33.2,6.47,407.4,1
02/22/18,22:00:01,Pocatalico,103.4,5.85,9.36,138.8,33.17,6.49,407.7,1
02/22/18,23:00:01,Pocatalico,103.1,5.84,9.36,138.7,31.14,6.47,408.2,1
02/23/18,0:00:01,Pocatalico,102.8,5.82,9.36,138.8,31.4,6.47,409,1
02/23/18,1:00:01,Pocatalico,102.7,5.83,9.35,138.5,32.05,6.47,408.7,1
02/23/18,2:00:01,Pocatalico,102.5,5.82,9.37,138.3,30.27,6.46,409.7,1
02/23/18,3:00:01,Pocatalico,102.3,5.8,9.38,138.4,31.71,6.45,410.1,1
02/23/18,4:00:01,Pocatalico,101.8,5.76,9.43,138.7,31.7,6.44,410.3,1
02/23/18,5:00:01,Pocatalico,101.6,5.74,9.43,138.8,32.29,6.44,410.3,1
02/23/18,6:00:01,Pocatalico,101.3,5.72,9.45,139,28.74,6.43,410.7,1
02/23/18,7:00:01,Pocatalico,101.6,5.75,9.42,138.7,31.25,6.43,410.4,1
02/23/18,8:00:01,Pocatalico,101.7,5.77,9.42,138.3,30.89,6.42,410.8,1
02/23/18,9:00:01,Pocatalico,101.9,5.79,9.42,137.9,30.38,6.31,409.9,1
02/23/18,10:00:01,Pocatalico,101.8,5.78,9.44,138.1,29.94,6.36,408.2,1
02/23/18,11:00:01,Pocatalico,102.4,5.79,9.45,138.8,30.33,6.42,405.3,1
02/23/18,12:00:01,Pocatalico,102.6,5.8,9.51,138.6,30.78,6.5,403.1,1
02/23/18,13:00:01,Pocatalico,102.6,5.77,9.61,139.2,30.2,6.53,401.9,1
02/23/18,14:00:01,Pocatalico,102.9,5.75,9.65,139.8,28.51,6.54,402.9,1
02/23/18,15:00:01,Pocatalico,103,5.77,9.69,139.3,31.05,6.48,404.3,1
02/23/18,16:00:01,Pocatalico,103.1,5.8,9.74,138.4,28.35,6.52,404.7,1
02/23/18,17:00:01,Pocatalico,103.7,5.85,9.74,138.2,27.72,6.57,402.3,1
02/23/18,18:00:01,Pocatalico,103.1,5.77,9.86,138.9,27.61,6.55,404.4,1
02/23/18,19:00:01,Pocatalico,103.5,5.81,9.84,138.4,30.21,6.51,404.4,1
02/23/18,20:00:01,Pocatalico,102.3,5.73,9.95,138.7,23.91,6.43,407.3,1
02/23/18,21:00:01,Pocatalico,102.3,5.71,9.98,138.9,28.53,6.43,405.9,1
02/23/18,22:00:01,Pocatalico,102.4,5.73,10,138.7,21.95,6.43,407.2,1
02/23/18,23:00:01,Pocatalico,102.3,5.69,10.05,139.2,25.01,6.43,404.4,1
02/24/18,0:00:01,Pocatalico,101.9,5.67,10.08,139.4,30.9,6.42,404.8,1
02/24/18,1:00:01,Pocatalico,101.7,5.63,10.1,139.8,24.59,6.43,404.9,1
02/24/18,2:00:01,Pocatalico,101.7,5.63,10.1,139.8,27.73,6.44,404.8,1
02/24/18,3:00:01,Pocatalico,101.3,5.59,10.11,140.5,22.09,6.45,405,1
02/24/18,4:00:01,Pocatalico,101.5,5.6,10.08,140.6,26.68,6.46,405.5,1
02/24/18,5:00:01,Pocatalico,102.4,5.7,9.95,139.5,23.54,6.5,405.9,1
02/24/18,6:00:01,Pocatalico,102.9,5.76,9.89,138.8,18.58,6.52,405.4,1
02/24/18,7:00:01,Pocatalico,101.4,5.58,10,141.2,21.22,6.46,406.7,1
02/24/18,8:00:01,Pocatalico,101.6,5.62,9.96,140.6,23.6,6.48,406.6,1
02/24/18,9:00:01,Pocatalico,101.2,5.58,9.99,141.1,25.24,6.47,406.2,1
02/24/18,10:00:01,Pocatalico,101,5.56,9.98,141.2,25.96,6.48,406.1,1
02/24/18,11:00:01,Pocatalico,101.2,5.56,9.99,141.5,22.07,6.49,405.3,1
02/24/18,12:00:01,Pocatalico,100,5.42,10.11,143.4,26.55,6.47,405.4,1
02/24/18,13:00:01,Pocatalico,100.4,5.46,10.09,142.8,22.93,6.49,403.9,1
02/24/18,14:00:01,Pocatalico,100.3,5.43,10.12,143.4,21.89,6.5,404.6,1
02/24/18,15:00:01,Pocatalico,99.9,5.39,10.17,144,28.58,6.5,404.8,1
02/24/18,16:00:01,Pocatalico,99.5,5.28,10.26,146.3,28.77,6.55,403.1,1
02/24/18,17:00:01,Pocatalico,98.2,5.1,10.42,149.2,34.57,6.53,401.2,1
02/24/18,18:00:01,Pocatalico,96.9,4.93,10.55,152.2,38.15,6.51,400,1
02/24/18,19:00:01,Pocatalico,95.6,4.7,10.69,157.3,35.04,6.48,398.8,1
02/24/18,20:00:01,Pocatalico,95.3,4.56,10.76,160.9,90.05,6.49,398.6,1
02/24/18,21:00:01,Pocatalico,96.3,5.08,10.67,146,163.3,6.51,393.5,1
02/24/18,22:00:01,Pocatalico,96.2,5.1,10.73,145,144.5,6.48,395.2,1
02/24/18,23:00:01,Pocatalico,95.8,4.96,10.84,148.4,127.5,6.51,399.3,1
02/25/18,0:00:01,Pocatalico,95.2,4.89,10.95,149.5,142.4,6.5,401.8,1
02/25/18,1:00:01,Pocatalico,95.5,4.79,10.91,153.3,116.1,6.54,403.1,1
02/25/18,2:00:01,Pocatalico,96.6,4.85,10.84,153.2,169.6,6.61,404,1
02/25/18,3:00:01,Pocatalico,96.1,4.97,10.89,148.4,197.8,6.59,405.5,1
02/25/18,4:00:01,Pocatalico,95.7,5.23,10.91,139.5,196.8,6.56,408.4,1
02/25/18,5:00:01,Pocatalico,97,5.35,10.79,138.3,205.3,6.56,409.4,1
02/25/18,6:00:01,Pocatalico,96.6,5.23,10.81,141.4,219,6.56,410.3,1
02/25/18,7:00:01,Pocatalico,96.8,5.23,10.82,141.5,185.7,6.58,410.4,1
02/25/18,8:00:01,Pocatalico,97,5.3,10.82,139.9,169.9,6.58,411.7,1
02/25/18,9:00:01,Pocatalico,96.8,5.37,10.81,137.2,216.9,6.57,412.9,1
02/25/18,10:00:01,Pocatalico,96.6,5.46,10.8,134.2,221.6,6.58,413.4,1
02/25/18,11:00:01,Pocatalico,96.5,5.58,10.8,130.3,244.8,6.56,412.5,1
02/25/18,12:00:01,Pocatalico,96.3,5.57,10.83,130.4,200.4,6.55,409.5,1
02/25/18,13:00:01,Pocatalico,95.4,5.58,10.89,128.3,228.1,6.54,405.5,1
02/25/18,14:00:01,Pocatalico,95.4,5.59,10.94,127.6,221.5,6.56,402.6,1
02/25/18,15:00:01,Pocatalico,95.3,5.61,10.97,126.7,216.4,6.55,399.3,1
02/25/18,16:00:01,Pocatalico,94.8,5.74,11.01,121.7,229.8,6.54,396.2,1
02/25/18,17:00:01,Pocatalico,94.8,5.78,10.99,120.6,227.3,6.53,394.2,1
02/25/18,18:00:01,Pocatalico,95,5.74,10.98,122.1,213.6,6.55,395,1
02/25/18,19:00:01,Pocatalico,94.6,5.72,10.99,122.1,241.7,6.55,398.5,1
02/25/18,20:00:01,Pocatalico,94.2,5.78,10.98,119.5,272,6.51,401,1
02/25/18,21:00:01,Pocatalico,94.1,5.8,10.93,118.8,293.8,6.48,402.6,1
02/25/18,22:00:01,Pocatalico,93.9,5.86,10.89,116.8,263.6,6.48,404.7,1
02/25/18,23:00:01,Pocatalico,94.1,5.9,10.82,116.3,279.2,6.47,406.9,1
02/26/18,0:00:01,Pocatalico,93.8,6,10.79,112.9,357.1,6.45,408,1
02/26/18,1:00:01,Pocatalico,93.6,6.07,10.75,110.5,302.9,6.44,409,1
02/26/18,2:00:01,Pocatalico,93.4,6.11,10.72,109.1,251.6,6.42,409.2,1
02/26/18,3:00:01,Pocatalico,93.5,6.13,10.68,109.1,235.8,6.41,408.5,1
02/26/18,4:00:01,Pocatalico,93.1,6.21,10.65,105.9,219.2,6.41,407.5,1
02/26/18,5:00:01,Pocatalico,93.2,6.2,10.61,106.6,229.1,6.4,405.4,1
02/26/18,6:00:01,Pocatalico,93.3,6.22,10.57,106.4,218.4,6.4,406,1
02/26/18,7:00:01,Pocatalico,93.4,6.21,10.54,107,170.8,6.39,405.6,1
02/26/18,8:00:01,Pocatalico,93.4,6.18,10.51,107.8,176.6,6.4,406.8,1
02/26/18,9:00:01,Pocatalico,93.2,6.21,10.48,106.5,169.6,6.39,409,1
02/26/18,10:00:01,Pocatalico,93.1,6.21,10.47,106.7,203.4,6.39,411.3,1
02/26/18,11:00:01,Pocatalico,93,6.23,10.48,105.8,209.4,6.39,411.6,1
02/26/18,12:00:01,Pocatalico,93.3,6.19,10.49,107.5,198.2,6.39,412.8,1
02/26/18,13:00:01,Pocatalico,93.4,6.19,10.51,107.6,187,6.4,414.8,1
02/26/18,14:00:01,Pocatalico,93.7,6.13,10.57,109.7,189.2,6.4,415.9,1
02/26/18,15:00:01,Pocatalico,93.8,6.15,10.63,108.9,192.1,6.42,414.1,1
02/26/18,16:00:01,Pocatalico,93.7,6.17,10.66,108.2,174.6,6.43,414.1,1
02/26/18,17:00:01,Pocatalico,93.9,6.14,10.7,109.1,168.5,6.44,415.8,1
02/26/18,18:00:01,Pocatalico,94,6.09,10.71,110.8,151,6.44,419,1
02/26/18,19:00:01,Pocatalico,93.8,6.09,10.68,110.7,188.3,6.43,420.4,1
02/26/18,20:00:01,Pocatalico,94.2,6.04,10.67,112.8,127.7,6.44,422.1,1
02/26/18,21:00:01,Pocatalico,94.4,5.97,10.65,115.2,108.6,6.44,423.6,1
02/26/18,22:00:01,Pocatalico,94.4,5.92,10.63,116.9,100.4,6.45,424.8,1
02/26/18,23:00:01,Pocatalico,94.3,5.89,10.59,117.9,108.5,6.46,424.5,1
02/27/18,0:00:01,Pocatalico,94.8,5.78,10.61,122,86.57,6.46,425.9,1
02/27/18,1:00:01,Pocatalico,94.9,5.73,10.6,123.8,80.86,6.47,426.4,1
02/27/18,2:00:01,Pocatalico,94.8,5.74,10.54,123.4,77.54,6.47,427.5,1
02/27/18,3:00:01,Pocatalico,94.9,5.71,10.52,124.5,73.96,6.47,428.2,1
02/27/18,4:00:01,Pocatalico,95,5.65,10.5,126.6,71.31,6.47,428.7,1
02/27/18,5:00:01,Pocatalico,95.2,5.62,10.48,127.9,63.72,6.48,429.5,1
02/27/18,6:00:01,Pocatalico,95.4,5.58,10.46,129.8,63.47,6.5,429.7,1
02/27/18,7:00:01,Pocatalico,95.3,5.5,10.42,132.1,60.83,6.52,430.9,1
02/27/18,8:00:01,Pocatalico,95.6,5.5,10.39,132.7,53.57,6.51,430.7,1
02/27/18,9:00:01,Pocatalico,95.9,5.41,10.4,136,59.18,6.52,430.4,1
02/27/18,10:00:01,Pocatalico,95.9,5.38,10.38,136.9,53.96,6.55,428.8,1
02/27/18,11:00:01,Pocatalico,96.7,5.27,10.49,141.3,45.46,6.66,425,1
02/27/18,12:00:01,Pocatalico,97,5.2,10.55,143.7,42.71,6.73,421.6,1
02/27/18,13:00:01,Pocatalico,97.4,5.17,10.65,144.9,35.86,6.82,419.8,1
02/27/18,14:00:01,Pocatalico,97.7,5.11,10.73,147.3,43.04,6.89,416.6,1
02/27/18,15:00:01,Pocatalico,98,5.08,10.81,148.3,45.42,6.95,415.1,1
02/27/18,16:00:01,Pocatalico,98.2,5.08,10.86,148.6,38.73,6.96,414.4,1
02/27/18,17:00:01,Pocatalico,98.6,5.01,10.92,151.3,37.48,6.92,415.1,1
02/27/18,18:00:01,Pocatalico,98.7,5.01,10.92,151.5,34.05,6.87,416.1,1
02/27/18,19:00:01,Pocatalico,98.9,5.01,10.91,151.8,32.49,6.79,418.4,1
02/27/18,20:00:01,Pocatalico,99,5.06,10.86,150.5,28.82,6.73,420.6,1
02/27/18,21:00:01,Pocatalico,98.8,5.12,10.77,148.6,34.7,6.7,422.5,1
02/27/18,22:00:01,Pocatalico,98.4,5.17,10.69,146.5,33.87,6.67,424.1,1
02/27/18,23:00:01,Pocatalico,98.6,5.19,10.65,146.2,35.55,6.66,424.5,1
02/28/18,0:00:01,Pocatalico,98.7,5.21,10.61,146.2,35.32,6.65,424.9,1
02/28/18,1:00:01,Pocatalico,98.7,5.23,10.57,145.7,33.64,6.64,425.2,1
02/28/18,2:00:01,Pocatalico,99.3,5.18,10.58,148,31.49,6.64,424.9,1
02/28/18,3:00:01,Pocatalico,99.4,5.22,10.55,147,30.11,6.65,425.1,1
02/28/18,4:00:01,Pocatalico,99.6,5.24,10.51,146.9,34.69,6.65,425.7,1
02/28/18,5:00:01,Pocatalico,99.8,5.24,10.47,147.3,30.96,6.66,425.5,1
02/28/18,6:00:01,Pocatalico,99.6,5.32,10.36,144.8,27.51,6.64,426.2,1
02/28/18,7:00:01,Pocatalico,99.6,5.35,10.29,144.2,28.58,6.63,426.6,1
02/28/18,8:00:01,Pocatalico,100.3,5.34,10.29,145.8,26.25,6.63,426.8,1
02/28/18,9:00:01,Pocatalico,99.9,5.4,10.18,143.7,26.26,6.63,427.4,1
02/28/18,10:00:01,Pocatalico,100.2,5.42,10.13,143.6,29.22,6.64,426.6,1
02/28/18,11:00:01,Pocatalico,100.5,5.46,10.11,143,21.84,6.66,426.5,1
02/28/18,12:00:01,Pocatalico,100.6,5.47,10.1,143,28.26,6.73,425,1
02/28/18,13:00:01,Pocatalico,100.8,5.48,10.1,142.9,21.53,6.74,424.9,1
02/28/18,14:00:01,Pocatalico,101.3,5.46,10.16,144.2,17.62,6.72,425.1,1
02/28/18,15:00:01,Pocatalico,101.2,5.48,10.13,143.6,20.11,6.71,425.4,1
02/28/18,16:00:01,Pocatalico,101.5,5.48,10.12,143.9,25.01,6.7,427.1,1
02/28/18,17:00:01,Pocatalico,101.4,5.5,10.1,143.2,17.06,6.69,428.3,1
02/28/18,18:00:01,Pocatalico,101.4,5.51,10.1,143,19.38,6.66,429.4,1
02/28/18,19:00:01,Pocatalico,101.5,5.52,10.09,142.9,21.53,6.65,429.4,1
02/28/18,20:00:01,Pocatalico,101.5,5.46,10.09,144.7,21.33,6.67,428.7,1
02/28/18,21:00:01,Pocatalico,101.1,5.46,10.05,144.1,21.19,6.65,429.4,1
02/28/18,22:00:01,Pocatalico,100.8,5.47,10.02,143.3,24.72,6.63,429.6,1
02/28/18,23:00:01,Pocatalico,100.5,5.45,10,143.6,24.58,6.61,431,1
03/01/18,0:00:01,Pocatalico,100.3,5.44,10,143.5,19.31,6.61,432,1
03/01/18,1:00:01,Pocatalico,100.2,5.36,10.02,145.8,19.36,6.61,431.9,1
03/01/18,2:00:01,Pocatalico,100.7,5.33,10.08,147.4,17.22,6.64,431.2,1
03/01/18,3:00:01,Pocatalico,100.4,5.32,10.05,147.1,16.82,6.63,431.5,1
03/01/18,4:00:01,Pocatalico,100.7,5.35,10.07,146.7,17.69,6.63,432.6,1
03/01/18,5:00:01,Pocatalico,100.6,5.28,10.08,148.7,21.12,6.64,432.6,1
03/01/18,6:00:01,Pocatalico,100.7,5.28,10.12,148.6,15.76,6.64,431.5,1
03/01/18,7:00:01,Pocatalico,99.9,5.09,10.12,153.3,24.03,6.63,431.5,1
03/01/18,8:00:01,Pocatalico,100.7,5.2,10.19,150.8,17.42,6.65,434.3,1
03/01/18,9:00:01,Pocatalico,101.6,5.17,10.28,153,12.73,6.7,433.4,1
03/01/18,10:00:01,Pocatalico,100.8,5.23,10.19,150.1,14.08,6.7,434.4,1
03/01/18,11:00:01,Pocatalico,100.3,5.23,10.16,149.5,18.38,6.7,434.7,1
03/01/18,12:00:01,Pocatalico,100.2,5.18,10.15,150.6,21.48,6.7,434.5,1
03/01/18,13:00:01,Pocatalico,100.1,5.17,10.17,150.8,16,6.7,432.1,1
03/01/18,14:00:01,Pocatalico,100,5.13,10.22,151.8,18.68,6.74,433.1,1
03/01/18,15:00:01,Pocatalico,99.4,5.1,10.13,152.3,16.77,6.7,433.6,1
03/01/18,16:00:01,Pocatalico,99.9,5.05,10.26,154,19.83,6.71,434.6,1
