Date (MM/DD/YYYY),Time (HH:MM:SS),Site Name,ODO % sat,ODO mg/L,Temp °C,SpCond µS/cm,Turbidity NTU,pH,ORP mV,Depth m
01/11/18,15:00:01,Chesapeake,122.1,17.21,0.48,214.8,5.15,6.91,285.8,1
01/11/18,16:00:01,Chesapeake,122.3,17.24,0.51,213.2,5.23,6.86,287.5,1
01/11/18,17:00:01,Chesapeake,122.1,17.21,0.5,214.6,4.76,6.82,286.3,1
01/11/18,18:00:01,Chesapeake,122.2,17.23,0.5,213.4,5.18,6.77,285.7,1
01/11/18,19:00:01,Chesapeake,122.1,17.22,0.49,212.3,4.25,6.73,284.4,1
01/11/18,20:00:01,Chesapeake,122.2,17.21,0.55,212.4,5.45,6.71,285.1,1
01/11/18,21:00:01,Chesapeake,122.1,17.22,0.49,212.3,5.19,6.69,284.3,1
01/11/18,22:00:01,Chesapeake,121.7,17.19,0.44,209.9,5.36,6.67,283.3,1
01/11/18,23:00:01,Chesapeake,122,17.18,0.54,212.3,5.48,6.67,283.6,1
01/12/18,0:00:01,Chesapeake,121.9,17.17,0.54,211.5,5.55,6.66,283,1
01/12/18,1:00:01,Chesapeake,122.1,17.18,0.56,211.6,5.76,6.65,282.7,1
01/12/18,2:00:01,Chesapeake,121.8,17.22,0.39,207.6,5.27,6.64,282.4,1
01/12/18,3:00:01,Chesapeake,121.8,17.17,0.51,209,5.5,6.63,280,1
01/12/18,4:00:01,Chesapeake,121.8,17.13,0.58,209.1,5.28,6.63,277.3,1
01/12/18,5:00:01,Chesapeake,121.7,17.08,0.65,210.2,5.66,6.62,278.2,1
01/12/18,6:00:01,Chesapeake,121.5,17.05,0.66,208,5.72,6.61,279.1,1
01/12/18,7:00:01,Chesapeake,121.5,17.04,0.7,208.4,5.82,6.6,280.2,1
01/12/18,8:00:01,Chesapeake,121.6,17.01,0.78,209.2,5.94,6.59,280.7,1
01/12/18,9:00:01,Chesapeake,121.7,17.03,0.76,208.3,5.59,6.6,280.3,1
01/12/18,10:00:01,Chesapeake,121.9,17.04,0.8,208.2,5.82,6.61,281.6,1
01/12/18,11:00:01,Chesapeake,122,17.03,0.83,206.9,5.66,6.64,281.3,1
01/12/18,12:00:01,Chesapeake,122.1,17.02,0.9,208.1,5.5,6.65,281,1
01/12/18,13:00:01,Chesapeake,121.9,17,0.89,209.7,5.82,6.65,281,1
01/12/18,14:00:01,Chesapeake,122.1,16.97,0.99,213.3,6.28,6.63,280.4,1
01/12/18,15:00:01,Chesapeake,122,16.93,1.04,213.9,6.26,6.62,280.6,1
01/12/18,16:00:01,Chesapeake,121.8,16.9,1.06,214.5,6.26,6.61,281.3,1
01/12/18,17:00:01,Chesapeake,121.6,16.87,1.07,215.4,6.51,6.61,281.2,1
01/12/18,18:00:01,Chesapeake,121.2,16.82,1.05,215.5,6.17,6.6,281.8,1
01/12/18,19:00:01,Chesapeake,120.8,16.76,1.08,213.4,6.57,6.61,281.1,1
01/12/18,20:00:01,Chesapeake,120.9,16.74,1.14,215.1,6.18,6.62,275.2,1
01/12/18,21:00:01,Chesapeake,121,16.71,1.25,217,8.11,6.63,274.9,1
01/12/18,22:00:01,Chesapeake,121.9,16.75,1.4,218.5,9.02,6.67,275.7,1
01/12/18,23:00:01,Chesapeake,122.2,16.76,1.48,221.4,8.88,6.68,276.2,1
01/13/18,0:00:01,Chesapeake,121.6,16.68,1.5,225.4,9.2,6.71,268.6,1
01/13/18,1:00:01,Chesapeake,121.6,16.59,1.66,224.7,17.92,6.72,260.3,1
01/13/18,2:00:01,Chesapeake,120.5,16.53,1.48,216.3,16.48,6.67,262.3,1
01/13/18,3:00:01,Chesapeake,119.8,16.46,1.41,213.8,18.94,6.65,258.2,1
01/13/18,4:00:01,Chesapeake,120.4,16.62,1.27,214.2,17.84,6.67,257.8,1
01/13/18,5:00:01,Chesapeake,120.4,16.59,1.31,218.2,20.46,6.67,258.8,1
01/13/18,6:00:01,Chesapeake,119.5,16.48,1.3,220.2,20.7,6.66,259.1,1
01/13/18,7:00:01,Chesapeake,118.7,16.34,1.34,222.6,20.11,6.63,259.6,1
01/13/18,8:00:01,Chesapeake,118.4,16.25,1.46,222.4,21.25,6.62,259.8,1
01/13/18,9:00:01,Chesapeake,118.7,16.16,1.77,222,20.6,6.65,258.5,1
01/13/18,10:00:01,Chesapeake,118.8,15.98,2.2,218.1,20.75,6.67,255.3,1
01/13/18,11:00:01,Chesapeake,119,15.84,2.57,214.8,29.47,6.67,250.6,1
01/13/18,12:00:01,Chesapeake,120,15.87,2.82,205.2,28.52,6.72,242.3,1
01/13/18,13:00:01,Chesapeake,119.8,15.79,2.95,200.1,30.15,6.71,249.3,1
01/13/18,14:00:01,Chesapeake,119.6,15.72,3.06,196,32.37,6.66,255.7,1
01/13/18,15:00:01,Chesapeake,119.6,15.69,3.14,191,29.02,6.61,259.8,1
01/13/18,16:00:01,Chesapeake,120.2,15.75,3.16,183,37.21,6.55,262.4,1
01/13/18,17:00:01,Chesapeake,121.1,15.88,3.13,178.2,38.31,6.5,265.3,1
01/13/18,18:00:01,Chesapeake,121.7,15.98,3.1,175.7,54.16,6.47,267.8,1
01/13/18,19:00:01,Chesapeake,122.9,16.14,3.09,172.8,68.13,6.44,270.6,1
01/13/18,20:00:01,Chesapeake,123.2,16.18,3.08,172.5,73.72,6.41,273.1,1
01/13/18,21:00:01,Chesapeake,123.4,16.23,3.05,169.7,90.46,6.38,274.6,1
01/13/18,22:00:01,Chesapeake,123.7,16.28,3.02,168.1,100,6.36,275.6,1
01/13/18,23:00:01,Chesapeake,124.2,16.35,2.98,164.5,118.2,6.34,276.4,1
01/14/18,0:00:01,Chesapeake,124.9,16.47,2.94,161.3,114.7,6.32,277.4,1
01/14/18,1:00:01,Chesapeake,125.3,16.57,2.82,158.7,109.7,6.31,278.6,1
01/14/18,2:00:01,Chesapeake,125.7,16.7,2.67,154.9,99.47,6.3,279.8,1
01/14/18,3:00:01,Chesapeake,126,16.78,2.58,151.9,123.6,6.28,281,1
01/14/18,4:00:01,Chesapeake,126.3,16.85,2.52,149.5,100.1,6.27,281.9,1
01/14/18,5:00:01,Chesapeake,126.7,16.91,2.49,146.9,76.01,6.25,282.9,1
01/14/18,6:00:01,Chesapeake,127.3,16.99,2.49,141.9,96.02,6.24,283.5,1
01/14/18,7:00:01,Chesapeake,127.4,17.01,2.5,140.2,87.27,6.22,284.6,1
01/14/18,8:00:01,Chesapeake,127.9,17.06,2.51,136.8,84.55,6.2,284.7,1
01/14/18,9:00:01,Chesapeake,128.3,17.12,2.49,134,89.07,6.19,283.9,1
01/14/18,10:00:01,Chesapeake,128.8,17.21,2.44,132.6,92.12,6.19,282.3,1
01/14/18,11:00:01,Chesapeake,129.5,17.38,2.3,133.1,105.8,6.2,281,1
01/14/18,12:00:01,Chesapeake,130.2,17.54,2.15,136.1,91.6,6.22,282,1
01/14/18,13:00:01,Chesapeake,130.3,17.59,2.08,141.8,82.21,6.23,281.2,1
01/14/18,14:00:01,Chesapeake,130.4,17.55,2.17,145.3,91.03,6.25,277.5,1
01/14/18,15:00:01,Chesapeake,129.7,17.39,2.32,147,84.12,6.26,276.6,1
01/14/18,16:00:01,Chesapeake,129.2,17.28,2.41,147.9,99.31,6.26,278.3,1
01/14/18,17:00:01,Chesapeake,129.2,17.26,2.47,151.4,98.82,6.26,280.4,1
01/14/18,18:00:01,Chesapeake,129.4,17.3,2.44,155.4,122.3,6.27,282.8,1
01/14/18,19:00:01,Chesapeake,129.9,17.4,2.36,157,137.8,6.28,284,1
01/14/18,20:00:01,Chesapeake,130.3,17.52,2.22,155.9,138.8,6.27,284.8,1
01/14/18,21:00:01,Chesapeake,130.6,17.65,2.02,154.6,127.4,6.26,286,1
01/14/18,22:00:01,Chesapeake,130.6,17.79,1.75,153.9,135.8,6.25,287.2,1
01/14/18,23:00:01,Chesapeake,130.7,17.91,1.54,155.9,127.4,6.25,287.5,1
01/15/18,0:00:01,Chesapeake,130.6,18,1.32,158.6,108.9,6.26,287.7,1
01/15/18,1:00:01,Chesapeake,130.6,18.09,1.13,162.8,115,6.25,288.8,1
01/15/18,2:00:01,Chesapeake,130.4,18.14,1,165.6,107.1,6.25,289.5,1
01/15/18,3:00:01,Chesapeake,130.4,18.2,0.87,168.2,86.83,6.24,289.9,1
01/15/18,4:00:01,Chesapeake,130.3,18.23,0.77,169.7,112,6.22,290.2,1
01/15/18,5:00:01,Chesapeake,130.3,18.28,0.68,169.4,125,6.21,289.9,1
01/15/18,6:00:01,Chesapeake,130.8,18.38,0.63,168.3,83.7,6.21,290.2,1
01/15/18,7:00:01,Chesapeake,131.2,18.45,0.59,167.1,97.89,6.2,290.2,1
01/15/18,8:00:01,Chesapeake,131.7,18.55,0.54,165.7,93.42,6.2,290.2,1
01/15/18,9:00:01,Chesapeake,131.8,18.57,0.52,164.1,80.62,6.19,290,1
01/15/18,10:00:01,Chesapeake,131.7,18.55,0.52,163.9,79.31,6.21,289.4,1
01/15/18,11:00:01,Chesapeake,131.9,18.57,0.54,163.1,105.1,6.21,289,1
01/15/18,12:00:01,Chesapeake,132,18.57,0.57,163,79.31,6.21,288.1,1
01/15/18,13:00:01,Chesapeake,132,18.55,0.61,164.2,94.52,6.22,286.8,1
01/15/18,14:00:01,Chesapeake,132.1,18.54,0.66,161.9,96.32,6.23,285.3,1
01/15/18,15:00:01,Chesapeake,132.1,18.52,0.71,160,96.6,6.24,283.6,1
01/15/18,16:00:01,Chesapeake,132,18.47,0.76,160.6,105.3,6.24,283.8,1
01/15/18,17:00:01,Chesapeake,132,18.45,0.79,160.1,89.88,6.23,284.6,1
01/15/18,18:00:01,Chesapeake,131.6,18.38,0.83,159.9,90.44,6.23,284.4,1
01/15/18,19:00:01,Chesapeake,131.2,18.3,0.88,158.2,105.3,6.23,285,1
01/15/18,20:00:01,Chesapeake,130.7,18.2,0.94,156.8,92.9,6.22,285.3,1
01/15/18,21:00:01,Chesapeake,130.3,18.12,0.98,154.3,93.2,6.22,285.3,1
01/15/18,22:00:01,Chesapeake,129.9,18.05,1.03,151.6,88.21,6.22,286.1,1
01/15/18,23:00:01,Chesapeake,129.6,17.99,1.07,149.9,94.17,6.21,286.8,1
01/16/18,0:00:01,Chesapeake,129.5,17.96,1.1,147.2,77.57,6.21,287.5,1
01/16/18,1:00:01,Chesapeake,129.3,17.91,1.14,147.7,67.56,6.2,288.2,1
01/16/18,2:00:01,Chesapeake,129.2,17.86,1.2,146,61.14,6.2,288.2,1
01/16/18,3:00:01,Chesapeake,129.3,17.86,1.24,144.7,62.62,6.19,288.4,1
01/16/18,4:00:01,Chesapeake,129.1,17.81,1.29,144.4,63.76,6.19,288.8,1
01/16/18,5:00:01,Chesapeake,129.1,17.78,1.35,142.1,66.61,6.19,289.1,1
01/16/18,6:00:01,Chesapeake,129.1,17.75,1.4,140.8,62.32,6.19,289.1,1
01/16/18,7:00:01,Chesapeake,129.2,17.75,1.44,141.5,69.65,6.19,289.7,1
01/16/18,8:00:01,Chesapeake,129.1,17.71,1.48,141,65.16,6.19,290,1
01/16/18,9:00:01,Chesapeake,129.1,17.7,1.51,140.3,62.24,6.19,290.3,1
01/16/18,10:00:01,Chesapeake,128.9,17.66,1.54,142.4,66.57,6.19,289.5,1
01/16/18,11:00:01,Chesapeake,128.9,17.65,1.56,141.4,65.63,6.2,288.2,1
01/16/18,12:00:01,Chesapeake,128.7,17.61,1.56,141.3,63.93,6.19,288.1,1
01/16/18,13:00:01,Chesapeake,128.7,17.61,1.56,140,63.46,6.19,287.8,1
01/16/18,14:00:01,Chesapeake,128.5,17.59,1.57,138.8,60.21,6.19,287.7,1
01/16/18,15:00:01,Chesapeake,128.5,17.59,1.57,138.2,57.75,6.18,288.5,1
01/16/18,16:00:01,Chesapeake,128.4,17.58,1.57,138.4,60.02,6.17,289.1,1
01/16/18,17:00:01,Chesapeake,128.4,17.57,1.56,138,57.83,6.17,289.8,1
01/16/18,18:00:01,Chesapeake,128,17.53,1.54,136.4,63.73,6.16,290.3,1
01/16/18,19:00:01,Chesapeake,127.5,17.46,1.56,136.5,55.32,6.16,290.8,1
01/16/18,20:00:01,Chesapeake,127.1,17.41,1.54,136.2,60.86,6.15,291.3,1
01/16/18,21:00:01,Chesapeake,126.9,17.39,1.54,134.7,57.38,6.14,292.4,1
01/16/18,22:00:01,Chesapeake,126.3,17.3,1.54,134.9,60.49,6.13,292.6,1
01/16/18,23:00:01,Chesapeake,125.9,17.26,1.52,134.7,65.58,6.13,293.4,1
01/17/18,0:00:01,Chesapeake,125.7,17.22,1.53,133.9,58.39,6.12,293.9,1
01/17/18,1:00:01,Chesapeake,125.5,17.2,1.51,133.7,66.35,6.11,293.8,1
01/17/18,2:00:01,Chesapeake,125.3,17.19,1.49,129.8,59.55,6.1,293.8,1
01/17/18,3:00:01,Chesapeake,125.2,17.19,1.46,127.9,53.76,6.09,294,1
01/17/18,4:00:01,Chesapeake,124.9,17.17,1.43,129.9,55.16,6.08,295.2,1
01/17/18,5:00:01,Chesapeake,125,17.17,1.42,131.3,55.97,6.09,295.8,1
01/17/18,6:00:01,Chesapeake,125.1,17.2,1.41,131.8,54.88,6.08,296.3,1
01/17/18,7:00:01,Chesapeake,125.5,17.25,1.41,131.3,56.2,6.08,296.8,1
01/17/18,8:00:01,Chesapeake,125.4,17.25,1.4,131.7,52.78,6.07,297.4,1
01/17/18,9:00:01,Chesapeake,125.5,17.26,1.38,132.3,58.76,6.07,297.3,1
01/17/18,10:00:01,Chesapeake,125.6,17.27,1.4,129.9,54.34,6.07,296.7,1
01/17/18,11:00:01,Chesapeake,125.4,17.25,1.39,131,52.69,6.07,296,1
01/17/18,12:00:01,Chesapeake,125.5,17.25,1.42,129.5,50.72,6.08,295.7,1
01/17/18,13:00:01,Chesapeake,125.3,17.22,1.43,130.3,51.88,6.08,295.1,1
01/17/18,14:00:01,Chesapeake,125.5,17.24,1.45,127.4,50.1,6.08,294.8,1
01/17/18,15:00:01,Chesapeake,125.6,17.25,1.45,127.3,51.01,6.08,294.5,1
01/17/18,16:00:01,Chesapeake,125.5,17.26,1.42,128.5,48.94,6.09,294.4,1
01/17/18,17:00:01,Chesapeake,125.8,17.31,1.38,128.2,51.94,6.08,296.1,1
01/17/18,18:00:01,Chesapeake,125.7,17.3,1.37,128.9,47.09,6.08,297.4,1
01/17/18,19:00:01,Chesapeake,125.9,17.33,1.35,129.1,45.11,6.07,298.6,1
01/17/18,20:00:01,Chesapeake,125.7,17.33,1.32,128.7,49.49,6.07,299,1
01/17/18,21:00:01,Chesapeake,126,17.36,1.31,128.2,46.31,6.06,299.1,1
01/17/18,22:00:01,Chesapeake,126.1,17.4,1.29,129.1,42.13,6.06,299.9,1
01/17/18,23:00:01,Chesapeake,126,17.41,1.25,130.8,41.6,6.06,300.7,1
01/18/18,0:00:01,Chesapeake,125.9,17.41,1.21,131.1,42.83,6.06,301.8,1
01/18/18,1:00:01,Chesapeake,125.9,17.43,1.16,132.4,37.62,6.05,303.1,1
01/18/18,2:00:01,Chesapeake,126,17.45,1.13,133.1,46.62,6.05,304,1
01/18/18,3:00:01,Chesapeake,125.7,17.43,1.09,133.4,42.08,6.04,305.4,1
01/18/18,4:00:01,Chesapeake,125.8,17.47,1.05,133.1,43.04,6.04,306.2,1
01/18/18,5:00:01,Chesapeake,125.5,17.45,1.01,133.9,45.52,6.03,306.9,1
01/18/18,6:00:01,Chesapeake,125.4,17.45,0.98,133.4,39.02,6.02,307.6,1
01/18/18,7:00:01,Chesapeake,125.1,17.44,0.93,134,44.43,6.01,307.9,1
01/18/18,8:00:01,Chesapeake,125,17.44,0.86,134.3,42.01,6.01,309.2,1
01/18/18,9:00:01,Chesapeake,125.1,17.46,0.87,131.8,39.22,6.01,309.9,1
01/18/18,10:00:01,Chesapeake,125,17.47,0.82,131.8,36.76,6.04,310.1,1
01/18/18,11:00:01,Chesapeake,125,17.46,0.83,131.1,44.78,6.07,305.9,1
01/18/18,12:00:01,Chesapeake,125,17.46,0.83,131.8,49.68,6.07,304.2,1
01/18/18,13:00:01,Chesapeake,125.1,17.45,0.87,133,53.37,6.03,307.1,1
01/18/18,14:00:01,Chesapeake,125.4,17.46,0.96,131.3,49.12,6.03,309.4,1
01/18/18,15:00:01,Chesapeake,125.5,17.49,0.94,131.4,52.14,6.02,309.7,1
01/18/18,16:00:01,Chesapeake,125.6,17.48,0.96,130.8,36.68,6.04,308.3,1
01/18/18,17:00:01,Chesapeake,125.8,17.52,0.93,130.5,47.48,6.03,309.3,1
01/18/18,18:00:01,Chesapeake,125.5,17.5,0.89,134.1,49.8,6.03,311.1,1
01/18/18,19:00:01,Chesapeake,125.4,17.52,0.85,131.9,48.45,6.02,312.4,1
01/18/18,20:00:01,Chesapeake,125.3,17.52,0.82,131.9,44.62,6.01,313.3,1
01/18/18,21:00:01,Chesapeake,125.3,17.51,0.82,132.7,53.07,5.99,314.5,1
01/18/18,22:00:01,Chesapeake,125.2,17.5,0.81,133.4,47.42,5.98,315,1
01/18/18,23:00:01,Chesapeake,125.1,17.49,0.81,135.3,43.21,5.98,315.8,1
01/19/18,0:00:01,Chesapeake,125.1,17.49,0.8,137.1,40.04,5.98,316.9,1
01/19/18,1:00:01,Chesapeake,124.9,17.47,0.8,138.1,37.8,5.97,319.3,1
01/19/18,2:00:01,Chesapeake,124.8,17.47,0.77,139.8,39.18,5.96,319.7,1
01/19/18,3:00:01,Chesapeake,124.8,17.47,0.76,139.1,37.21,5.97,319.9,1
01/19/18,4:00:01,Chesapeake,124.7,17.45,0.76,140,38.18,5.98,321,1
01/19/18,5:00:01,Chesapeake,124.6,17.45,0.73,140.2,48.75,5.97,320.7,1
01/19/18,6:00:01,Chesapeake,124.7,17.46,0.74,137.7,46.27,5.97,320.9,1
01/19/18,7:00:01,Chesapeake,124.5,17.45,0.71,136.4,30.34,5.99,320.5,1
01/19/18,8:00:01,Chesapeake,124.4,17.46,0.66,135.9,40.03,5.95,320.8,1
01/19/18,9:00:01,Chesapeake,121.6,20.4,-5.34,0.7,-1.1,6.01,271.3,1
01/19/18,10:00:01,Chesapeake,121.1,17.33,0,80.1,-1.1,6.48,211.1,1
01/19/18,11:00:01,Chesapeake,119.7,17.13,0,74.8,-1.1,6.32,232.3,1
01/19/18,12:00:01,Chesapeake,118.7,16.98,0,71.6,-1.1,6.1,240.8,1
01/19/18,13:00:01,Chesapeake,118.8,17,0,71.3,-1.1,6.01,245.4,1
01/19/18,14:00:01,Chesapeake,118,16.88,0,75.3,-1.1,5.96,249.8,1
01/19/18,15:00:01,Chesapeake,117.3,16.77,0,81.3,-1.1,5.95,252.5,1
01/19/18,16:00:01,Chesapeake,116.8,16.71,0,132.2,-1.1,5.99,254.6,1
01/19/18,17:00:01,Chesapeake,117.1,16.75,0,136.1,-1.1,6,258.2,1
01/19/18,18:00:01,Chesapeake,117.7,16.69,0.31,138.6,-1.1,6.03,265.1,1
01/19/18,19:00:01,Chesapeake,118,16.72,0.33,137.8,-1.1,6.06,270.1,1
01/19/18,20:00:01,Chesapeake,118.2,16.71,0.41,140.3,-1.1,6.12,274.1,1
01/19/18,21:00:01,Chesapeake,118.4,16.76,0.37,136.7,26.77,6.16,277,1
01/19/18,22:00:01,Chesapeake,124.1,17.42,0.67,136.9,27.04,5.98,281.4,1
01/19/18,23:00:01,Chesapeake,124.3,17.44,0.67,137.1,25.46,6.08,280.8,1
01/20/18,0:00:01,Chesapeake,124.1,17.41,0.69,136.9,31.79,6.09,281.5,1
01/20/18,1:00:01,Chesapeake,124.4,17.44,0.72,136.7,30.29,6.07,284.1,1
01/20/18,2:00:01,Chesapeake,124.6,17.45,0.75,138.8,25.84,6.08,284.4,1
01/20/18,3:00:01,Chesapeake,124.6,17.45,0.76,140.3,24.55,6.1,282.2,1
01/20/18,4:00:01,Chesapeake,124.7,17.45,0.77,145.6,23.66,6.1,281.6,1
01/20/18,5:00:01,Chesapeake,124.7,17.45,0.77,146.4,36.33,6.1,284.2,1
01/20/18,6:00:01,Chesapeake,124.6,17.43,0.77,147,32.98,6.1,285.9,1
01/20/18,7:00:01,Chesapeake,124.6,17.42,0.8,146.2,36.79,6.1,285,1
01/20/18,8:00:01,Chesapeake,124.6,17.42,0.81,145.8,33.71,6.11,285.6,1
01/20/18,9:00:01,Chesapeake,124.7,17.41,0.85,146.1,22.98,6.11,285.1,1
01/20/18,10:00:01,Chesapeake,124.8,17.4,0.88,146.3,21.16,6.14,284.4,1
01/20/18,11:00:01,Chesapeake,124.7,17.38,0.92,147.7,21.27,6.16,282.8,1
01/20/18,12:00:01,Chesapeake,125.2,17.38,1.05,146.9,34.08,6.17,284.2,1
01/20/18,13:00:01,Chesapeake,125.7,17.39,1.19,144.4,34.66,6.15,284.9,1
01/20/18,14:00:01,Chesapeake,125.7,17.4,1.15,145.7,32.37,6.15,285,1
01/20/18,15:00:01,Chesapeake,125.6,17.38,1.17,143.1,30.05,6.13,284.5,1
01/20/18,16:00:01,Chesapeake,125.2,17.34,1.16,141.9,33.58,6.13,285,1
01/20/18,17:00:01,Chesapeake,124.8,17.29,1.12,142.1,28.45,6.13,285.5,1
01/20/18,18:00:01,Chesapeake,124.2,17.25,1.05,142.6,32.89,6.12,285.6,1
01/20/18,19:00:01,Chesapeake,123.8,17.22,1,142.4,33.25,6.11,286.7,1
01/20/18,20:00:01,Chesapeake,123.5,17.19,0.96,143.1,33.83,6.11,287.4,1
01/20/18,21:00:01,Chesapeake,123.2,17.18,0.9,143.1,31.6,6.1,288.3,1
01/20/18,22:00:01,Chesapeake,122.9,17.16,0.87,143.4,31.73,6.08,289.6,1
01/20/18,23:00:01,Chesapeake,122.9,17.15,0.87,144.4,32.54,6.08,291,1
01/21/18,0:00:01,Chesapeake,122.7,17.13,0.87,145,27.99,6.08,291.8,1
01/21/18,1:00:01,Chesapeake,122.7,17.11,0.89,147.3,25.58,6.08,292.6,1
01/21/18,2:00:01,Chesapeake,122.6,17.09,0.91,148.8,20.39,6.09,292.7,1
01/21/18,3:00:01,Chesapeake,122.5,17.08,0.91,149.5,21.3,6.11,292.5,1
01/21/18,4:00:01,Chesapeake,122.5,17.09,0.9,149.5,20.87,6.1,293.8,1
01/21/18,5:00:01,Chesapeake,122.6,17.08,0.92,150.2,18.27,6.11,294.5,1
01/21/18,6:00:01,Chesapeake,122.6,17.08,0.92,150,20.11,6.12,294.8,1
01/21/18,7:00:01,Chesapeake,122.6,17.08,0.94,150.4,17.84,6.11,296,1
01/21/18,8:00:01,Chesapeake,122.7,17.08,0.95,151.4,19.42,6.12,296.4,1
01/21/18,9:00:01,Chesapeake,122.8,17.08,0.98,151.7,17.84,6.11,296.7,1
01/21/18,10:00:01,Chesapeake,122.9,17.08,1.02,152.5,17.41,6.12,296.1,1
01/21/18,11:00:01,Chesapeake,123.1,17.09,1.07,152.8,17.21,6.13,296,1
01/21/18,12:00:01,Chesapeake,123.2,17.06,1.13,154.1,16.01,6.14,295.2,1
01/21/18,13:00:01,Chesapeake,123.3,17.05,1.18,154.4,15.95,6.16,294.3,1
01/21/18,14:00:01,Chesapeake,123.4,17.04,1.26,155.3,16.64,6.17,293.7,1
01/21/18,15:00:01,Chesapeake,123.7,17.03,1.35,154.9,16.31,6.18,294,1
01/21/18,16:00:01,Chesapeake,123.9,17.01,1.45,155,17.14,6.2,293.2,1
01/21/18,17:00:01,Chesapeake,123.8,16.98,1.48,155.6,18.94,6.21,293.3,1
01/21/18,18:00:01,Chesapeake,123.7,16.96,1.51,155.3,15.14,6.22,292,1
01/21/18,19:00:01,Chesapeake,123.6,16.94,1.52,156.6,16.35,6.23,291.6,1
01/21/18,20:00:01,Chesapeake,123.4,16.91,1.52,156.7,16.99,6.23,291.2,1
01/21/18,21:00:01,Chesapeake,123.1,16.88,1.49,156.8,14.56,6.23,291.4,1
01/21/18,22:00:01,Chesapeake,122.9,16.87,1.46,156.5,15.58,6.23,292.1,1
01/21/18,23:00:01,Chesapeake,122.7,16.86,1.42,156,15.29,6.22,292.2,1
01/22/18,0:00:01,Chesapeake,122.5,16.83,1.42,156.4,14.68,6.21,291.4,1
01/22/18,1:00:01,Chesapeake,122.3,16.82,1.4,157.1,15.65,6.21,292.5,1
01/22/18,2:00:01,Chesapeake,122.2,16.81,1.38,156.7,15.21,6.19,294.5,1
01/22/18,3:00:01,Chesapeake,122.1,16.82,1.34,157.6,14.51,6.19,295.4,1
01/22/18,4:00:01,Chesapeake,122.1,16.81,1.34,158.6,14.17,6.18,296.4,1
01/22/18,5:00:01,Chesapeake,122,16.8,1.34,159.4,15.37,6.18,297.3,1
01/22/18,6:00:01,Chesapeake,122,16.8,1.34,160.2,14.7,6.18,297.7,1
01/22/18,7:00:01,Chesapeake,122,16.81,1.33,161.1,15.94,6.18,297.6,1
01/22/18,8:00:01,Chesapeake,122,16.81,1.31,162.2,14.31,6.18,296.8,1
01/22/18,9:00:01,Chesapeake,122.1,16.81,1.34,163.1,14.11,6.18,297.2,1
01/22/18,10:00:01,Chesapeake,122.2,16.82,1.35,163.9,13.03,6.19,296,1
01/22/18,11:00:01,Chesapeake,122.3,16.84,1.34,162.9,12.76,6.21,295.3,1
01/22/18,12:00:01,Chesapeake,122.6,16.86,1.39,162.8,12.86,6.23,295.1,1
01/22/18,13:00:01,Chesapeake,122.9,16.86,1.49,164,13.7,6.23,295,1
01/22/18,14:00:01,Chesapeake,123.3,16.86,1.59,163.2,12.38,6.24,295,1
01/22/18,15:00:01,Chesapeake,123.5,16.86,1.67,163.5,12.92,6.25,295,1
01/22/18,16:00:01,Chesapeake,123.8,16.89,1.69,162.4,12.23,6.25,295.3,1
01/22/18,17:00:01,Chesapeake,124,16.89,1.72,162.4,12.71,6.25,296.2,1
01/22/18,18:00:01,Chesapeake,124,16.87,1.78,163.1,11.6,6.25,296,1
01/22/18,19:00:01,Chesapeake,124.1,16.9,1.77,162.6,12.55,6.26,296.2,1
01/22/18,20:00:01,Chesapeake,124.1,16.87,1.82,163.3,11.62,6.26,295.7,1
01/22/18,21:00:01,Chesapeake,124,16.83,1.86,163.9,12.77,6.27,294.9,1
01/22/18,22:00:01,Chesapeake,123.9,16.81,1.9,163.7,12.78,6.27,294.7,1
01/22/18,23:00:01,Chesapeake,123.7,16.74,1.96,163,12.37,6.28,294.1,1
01/23/18,0:00:01,Chesapeake,123.4,16.69,2.01,164.2,13.04,6.29,295.4,1
01/23/18,1:00:01,Chesapeake,123.1,16.61,2.09,164.7,13.46,6.29,294.8,1
01/23/18,2:00:01,Chesapeake,122.8,16.57,2.1,163.8,12.5,6.29,294.7,1
01/23/18,3:00:01,Chesapeake,122.6,16.53,2.12,163.6,12.02,6.3,295,1
01/23/18,4:00:01,Chesapeake,122.4,16.47,2.17,163.9,14.27,6.3,295.8,1
01/23/18,5:00:01,Chesapeake,122.1,16.41,2.22,164,13.33,6.3,297,1
01/23/18,6:00:01,Chesapeake,121.9,16.39,2.22,163.2,12.82,6.3,297.1,1
01/23/18,7:00:01,Chesapeake,121.5,16.33,2.23,165.6,13.08,6.3,296.7,1
01/23/18,8:00:01,Chesapeake,121.4,16.31,2.25,167,13.92,6.29,297.2,1
01/23/18,9:00:01,Chesapeake,121.3,16.29,2.24,165,13.01,6.29,297.8,1
01/23/18,10:00:01,Chesapeake,121.2,16.27,2.29,165.5,12.65,6.39,296.9,1
01/23/18,11:00:01,Chesapeake,121.3,16.25,2.36,168.6,12.24,6.36,297.7,1
01/23/18,12:00:01,Chesapeake,121.3,16.26,2.33,167.2,13.62,6.32,300.1,1
01/23/18,13:00:01,Chesapeake,121.3,16.22,2.41,169.8,12.4,6.32,300.5,1
01/23/18,14:00:01,Chesapeake,121.3,16.18,2.5,174.9,14.13,6.32,298.2,1
